-9.716812521219253540e-02	-2.454330176115036011e-01	7.928470373153686523e-01	-1.522540092468261719e+00	7.810153365135192871e-01	-8.706650733947753906e-01	-8.706157803535461426e-01	3.164046704769134521e-01	9.584101438522338867e-01	4.597905278205871582e-01	5.010957121849060059e-01	-2.031411975622177124e-01
-1.067796424031257629e-01	-2.354327589273452759e-01	8.076009750366210938e-01	-1.537237048149108887e+00	7.764723300933837891e-01	-8.842911124229431152e-01	-8.643603920936584473e-01	3.234176039695739746e-01	9.503625631332397461e-01	4.607310593128204346e-01	5.096959471702575684e-01	-2.001793384552001953e-01
-1.036051511764526367e-01	-2.449392676353454590e-01	7.899473309516906738e-01	-1.529916048049926758e+00	7.635065913200378418e-01	-8.636634349822998047e-01	-8.743224143981933594e-01	3.284160792827606201e-01	9.509916305541992188e-01	4.686945676803588867e-01	5.248004198074340820e-01	-2.099104672670364380e-01
-1.276667416095733643e-01	-2.568617165088653564e-01	7.927570343017578125e-01	-1.491421580314636230e+00	7.576777935028076172e-01	-8.445144295692443848e-01	-8.452304601669311523e-01	3.460527360439300537e-01	9.030324220657348633e-01	4.695450365543365479e-01	4.800497591495513916e-01	-1.834194362163543701e-01
-9.769545495510101318e-02	-2.489534914493560791e-01	7.753738760948181152e-01	-1.507434129714965820e+00	7.661059498786926270e-01	-8.821206092834472656e-01	-8.813318014144897461e-01	3.316908776760101318e-01	9.673265218734741211e-01	4.564282000064849854e-01	5.172287225723266602e-01	-1.966187357902526855e-01
-9.073826670646667480e-02	-2.275326997041702271e-01	8.173025846481323242e-01	-1.528818607330322266e+00	7.762583494186401367e-01	-8.939472436904907227e-01	-8.792786598205566406e-01	3.207743167877197266e-01	9.544634819030761719e-01	4.605621695518493652e-01	5.191307067871093750e-01	-2.281764149665832520e-01
-9.678881615400314331e-02	-2.498942166566848755e-01	7.902975082397460938e-01	-1.512365341186523438e+00	7.558859586715698242e-01	-8.573974370956420898e-01	-8.784692287445068359e-01	3.304304480552673340e-01	9.397073388099670410e-01	4.707680344581604004e-01	5.216665863990783691e-01	-2.138410061597824097e-01
-1.104881614446640015e-01	-2.325065433979034424e-01	8.127599954605102539e-01	-1.529417634010314941e+00	7.887327671051025391e-01	-8.737411499023437500e-01	-8.822823762893676758e-01	3.201758563518524170e-01	9.593674540519714355e-01	4.596320986747741699e-01	4.970591068267822266e-01	-2.092911005020141602e-01
-1.072727143764495850e-01	-2.291796207427978516e-01	8.179742097854614258e-01	-1.524989962577819824e+00	7.817673087120056152e-01	-8.759354352951049805e-01	-8.935989141464233398e-01	3.354747295379638672e-01	9.351290464401245117e-01	4.604010283946990967e-01	5.213834047317504883e-01	-2.211531996726989746e-01
-9.678882360458374023e-02	-2.498941570520401001e-01	7.902976274490356445e-01	-1.512364983558654785e+00	7.558859586715698242e-01	-8.573974370956420898e-01	-8.784692287445068359e-01	3.304304480552673340e-01	9.397072792053222656e-01	4.707680344581604004e-01	5.216666460037231445e-01	-2.138410061597824097e-01
